Восстановление батареи	Удаленный объект (Абонент)	0
Неисправность батареи	Удаленный объект (Абонент)	0
Метка контроля канала	Удаленный объект (Абонент)	0
Потерян канал	Удаленный объект (Абонент)	0
Канал восстановлен	Удаленный объект (Абонент)	0
Отметка контроля канала	Удаленный объект (Абонент)	0
Отметка наряда	Удаленный объект (Абонент)	0
Программирование	Удаленный объект (Абонент)	0
Взлом корпуса	УО-4С	0
Восстановление корпуса	УО-4С	0
Неисправность источника питания	УО-4С	0
Восстановление источника питания	УО-4С	0
Перезапуск устройства	УО-4С	0
Потерян контакт с устройством	УО-4С	0
Восстановление контакта с устройством	УО-4С	0
Подмена устройства	УО-4С	0
Отметка наряда	УО-4С	0
Программирование	УО-4С	0
Восстановление сети 220	УО-4С	0
Авария сети	УО-4С	0
Вход включен	УО-4С	0
Вход отключен	УО-4С	0
Изменение состояния	УО-4С	0
